t,x,s,p
0,0.1746143385677557,40.74582123702274,1.0811273143144333
1,-0.060981653547971026,38.00732290504976,-1.4226821884569536
2,0.08771768870254967,40.59985823941227,-1.4575202165945547
3,0.24226577814521283,39.2819193493918,0.6888721711233216
4,0.2564435266888535,40.6264913222239,-0.8666043718200085
5,0.24397753012575255,39.6201282143556,-0.11377765302719245
6,0.2823556676234658,37.312803347375905,0.47171892497369106
7,0.34814856039708564,39.429838433729124,1.3065752899575296
8,0.24458993689380876,39.65430444601719,3.186354918502726
9,0.21218168731885761,38.570505734101204,0.26998590886898244
10,0.36110735347602113,39.349778268791866,0.9084652659019996
11,0.42762643485428414,38.24962759123586,2.197394765690064
12,0.49995561079095713,37.13815463857121,-1.1233293543289307
13,0.46948705698516524,38.402233228784304,-0.23534804712157764
14,0.47997420877153263,36.38138497103159,1.555163886943328
15,0.4968430877681542,38.61102308847445,0.8128893573272891
16,0.48133303674039796,39.556783496590185,1.6347954722279634
17,0.6448472637440245,37.80996880113635,1.2030389585163066
18,0.6718078120138569,37.7553784310277,2.4668672398918634
19,0.651308095454831,38.6053765495048,0.5085231282178806
20,0.6862479933402581,37.41233528732372,2.427956071382789
21,0.7514758147569819,37.262418721703305,2.0436885791936934
22,0.8110279445545817,37.76683614450982,0.8449365194549239
23,0.7486473566753251,36.85872763677883,2.9623445993804873
24,0.9106267014088562,36.98207919036594,3.250877273252138
25,0.8454050136727606,38.4357762806045,3.052508057653102
26,1.0421191592363555,38.89905572136974,2.9763504089665074
27,0.8591092904156068,34.44237835847338,3.4777490919139598
28,1.1658749438064746,36.18366956934971,3.1462792748985624
29,1.200128460499227,33.91034542250643,2.5479626697195124
30,1.181410894594722,35.07777040791487,5.445532838088638
31,1.3913169186652719,35.37791033135933,5.413769614656371
32,1.30510255185005,33.08706187446976,3.7510039025341246
33,1.5516316198901616,34.291975828161725,4.389584178874452
34,1.5744503972068762,33.12210613357709,5.4699070305710515
35,1.7945035863764331,32.15917919895727,5.0872600708672895
36,1.7799979811455573,31.61049244311867,6.677849961233458
37,2.0626146752900323,30.761987059900743,3.197958181612654
38,1.91791855988381,30.642648922758287,8.20638472756308
39,2.006424289554168,29.12223397291377,7.308230430365967
40,2.275263395458309,29.389967532655618,9.818790842904049
41,2.1645137232675666,27.431042096265426,8.095726137130493
42,2.7664745404035793,26.498706782202785,8.621255279568057
43,2.7610029865067016,27.74946640978696,9.88755400117299
44,3.073494199625648,26.312378760968283,10.784531098915837
45,3.1024047553613836,24.707568725329335,12.654541080807203
46,3.2624084160400257,23.418554397255807,13.835323305520488
47,3.3874373805642235,22.589785970715038,10.803329532683314
48,3.889380530262039,23.53136763003431,14.262529022223989
49,3.9213128725922908,20.08948030386633,16.500522206305448
50,4.041538484611284,20.360486258397515,15.164759528731537
51,4.418594442096757,19.437155058293495,15.642433971767556
52,4.616475632898078,18.813894665816786,16.839950599129924
53,5.059800356484509,16.526959175552303,20.22298238890017
54,5.243048090519049,15.251174801455692,20.741208271833642
55,5.515100296577073,12.43472978033876,22.567953820896356
56,5.749080095849678,11.85212461086164,21.00574548963795
57,5.903074853690654,10.779278816307382,22.154776844235272
58,6.175493846046693,10.414546169603994,23.19711250919302
59,6.293911232378625,8.387687719887746,23.736617660343537
60,6.667931946564774,7.238685597397684,25.7671859461588
